COURSE,SECTION (CRN),TITLE (CREDIT HOURS),CAMPUS,COURSE TIME,INSTRUCTOR
ECON 2390,A01 (22315),Introduction to Environmental Economics (3),M,"Sep 03 - Dec 08, 13:00-14:15 (TR)",Soodeh Saberian Ranjbar
ECON 2520,A02 (25754),Economics of Sports and Leisure (3),M,"Sep 03 - Dec 08, 11:30-12:45 (TR)",Ryan Compton
ECON 2520,A01 (25753),Economics of Sports and Leisure (3),M,"Sep 03 - Dec 08, 10:00-11:15 (TR)",Ryan Compton
ECON 2540,A01 (10427),Political Economy 1: Production and Distribution (3),M,"Sep 03 - Dec 08, 10:30-11:20 (MWF)",
ECON 2540,A02 (20587),Political Economy 1: Production and Distribution (3),M,"Sep 03 - Dec 08, 12:30-13:20 (MWF)",
ECON 2610,T06 (22327),Crime Economics (3),M,"Sep 03 - Dec 08, 13:00-14:15 (TR)",Edgar Villa Perez
ECON 3010,A02 (17286),Microeconomic Theory 2 (3),M,"Sep 03 - Dec 08, 11:30-12:45 (TR)",Edward Honda
ECON 3010,A01 (12950),Microeconomic Theory 2 (3),M,"Sep 03 - Dec 08, 13:00-14:15 (TR)",Irwin Lipnowski
ECON 3020,A01 (12951),Macroeconomic Theory 2 (3),M,"Sep 03 - Dec 08, 14:30-15:45 (TR)",Federico Guzman
ECON 3040,A01 (12952),Introduction to Econometrics (3),M,"Sep 03 - Dec 08, 16:00-17:15 (TR)",Ryan Godwin
ECON 3362,A01 (21410),Labour Economics 1 (3),M,"Sep 03 - Dec 08, 16:00-17:15 (TR)",Edgar Villa Perez
ECON 3392,A01 (20135),An Introduction to Development Economics (3),M,"Sep 03 - Dec 08, 10:30-11:20 (MWF)",Anamary Maqueira Linares
ECON 3392,A02 (21411),An Introduction to Development Economics (3),M,"Sep 03 - Dec 08, 12:30-13:20 (MWF)",Anamary Maqueira Linares
ECON 3670,A01 (25756),International Trade (3),M,"Sep 03 - Dec 08, 10:00-11:15 (TR)",Federico Guzman
ECON 3692,A01 (12954),Economic Determinants of Health (3),M,"Sep 03 - Dec 08, 13:00-14:15 (TR)",Robert Chernomas
ECON 3742,A01 (25757),Industrial Organization and Firm Strategy (3),M,"Sep 03 - Dec 08, 14:30-15:45 (TR)",Irwin Lipnowski
ECON 3810,A01 (11172),Alternative Approaches to Macroeconomic Analysis (3),M,"Sep 03 - Dec 08, 11:30-12:45 (TR)",Robert Chernomas
ECON 4010,A01 (25758),Advanced Microeconomic Theory (3),M,"Sep 03 - Dec 08, 08:30-09:45 (TR)",Julia Witt
ECON 4020,T03 (24842),Modern Macroeconomic Theory (3),M,"Sep 03 - Dec 08, 10:30-11:20 (MWF)",Kristin Shaw
ECON 4050,A01 (22332),History of Economic Thought 1 (3),M,"Sep 03 - Dec 08, 14:30-17:15 (W)",Fletcher Baragar
ECON 4432,A01 (25760),The Challenges of Economic Development (3),M,"Sep 03 - Dec 08, 14:30-17:15 (M)",John Serieux
ECON 4490,T12 (21414),Macroeconometrics for Policy Analysis (3),M,"Sep 03 - Dec 08, 11:30-12:45 (TR)",Carlos Yepez
ECON 4490,T17 (23059),Health Economics (3),M,"Sep 03 - Dec 08, 14:30-15:45 (TR)",Ardeshir Sepehri-Borojeni
ECON 4610,A01 (25761),Economics and Society Field Placement Seminar (Part A) (1.5),M,"Sep 03 - Dec 08, 14:30-17:15 (W)",
ECON 4620,A01 (25762),Economics and Society Field Placement (Part A) (3),M,Sep 03 - Dec 08,
ECON 4822,A02 (14130),Economic Research and Communication (Part A) (3),M,"Sep 03 - Dec 08, 11:30-14:15 (M)",Janelle Mann
ECON 6040,A01 (11173),Survey of Mathematical Topics for Economists (3),M,"Aug 19 - Sep 02, 10:30-14:00 (MTWR)",Hikmet Gunay
ECON 6040,A01 (11173),Survey of Mathematical Topics for Economists (3),M,"Aug 19 - Sep 02, 10:30-13:30 (S)",Hikmet Gunay
ECON 6040,A01 (11173),Survey of Mathematical Topics for Economists (3),M,"Aug 19 - Sep 02, 13:15-14:15 (F)",Hikmet Gunay
ECON 6040,A01 (11173),Survey of Mathematical Topics for Economists (3),M,"Aug 19 - Sep 02, 14:15-15:15 (MR)",Hikmet Gunay
ECON 6040,A01 (11173),Survey of Mathematical Topics for Economists (3),M,"Aug 19 - Sep 02, 10:30-13:00 (F)",Hikmet Gunay
ECON 7010,A01 (22341),Econometrics I (3),M,"Sep 03 - Dec 08, 13:00-14:15 (TR)",Ryan Godwin
ECON 7170,A01 (25763),Topics in Heterodox Economics I (3),M,"Sep 03 - Dec 08, 11:30-14:15 (W)",Ian Hudson
ECON 7300,T20 (21420),Macroeconometrics for Policy Analysis (3),M,"Sep 03 - Dec 08, 11:30-12:45 (TR)",Carlos Yepez
ECON 7300,T22 (23060),Health Economics (3),M,"Sep 03 - Dec 08, 14:30-15:45 (TR)",Ardeshir Sepehri-Borojeni
ECON 7300,T28 (26684),Heterodox Macroeconomics (3),M,Sep 03 - Dec 08,Robert Chernomas
ECON 7650,A01 (15853),Advanced Macroeconomic Theory 1 (3),M,"Sep 03 - Dec 08, 11:30-14:15 (M)",Kristin Shaw
ECON 7722,A01 (11597),Advanced Microeconomic Theory I (3),M,"Sep 03 - Dec 08, 16:00-17:15 (TR)",Safoura Moeeni
ECON 7742,A01 (25764),Game Theory (3),M,"Sep 03 - Dec 08, 10:00-11:15 (TR)",Edward Honda
ECON 7950,A01 (25560),Advanced Agricultural Demand Analysis (3),M,Sep 03 - Dec 08,Julieta Frank
ENGL 0930,A02 (10031),English Composition (3),M,"Sep 03 - Dec 08, 10:30-11:20 (MWF)",Jeremy Strong
ENGL 0930,A06 (11169),English Composition (3),M,"Sep 03 - Dec 08, 13:00-14:15 (TR)",Jeffrey Sapiro
ENGL 0930,A05 (11167),English Composition (3),M,"Sep 03 - Dec 08, 10:00-11:15 (TR)",Scott Crompton
ENGL 0930,A04 (11170),English Composition (3),M,"Sep 03 - Dec 08, 12:30-13:20 (MWF)",Natalie LoVetri
ENGL 0930,A03 (11168),English Composition (3),M,"Sep 03 - Dec 08, 11:30-12:20 (MWF)",Jeremy Strong
ENGL 0930,A07 (16256),English Composition (3),M,"Sep 03 - Dec 08, 11:30-12:45 (TR)",Scott Crompton
ENGL 0930,D01 (20417),English Composition (3),DE,Sep 03 - Dec 08,Lisa Dorcich
ENGL 0930,A01 (10030),English Composition (3),M,"Sep 03 - Dec 08, 09:30-10:20 (MWF)",Lisa Dorcich
ENGL 0940,G07 (20393),Writing About Literature (3),M,"Sep 03 - Dec 08, 10:00-11:15 (TR)",Stephanie Olson
ENGL 1200,A03 (10035),Representative Literary Works (Part A) (3),M,"Sep 03 - Dec 08, 10:00-11:15 (TR)",Pamela Perkins
ENGL 1200,A01 (10036),Representative Literary Works (Part A) (3),M,"Sep 03 - Dec 08, 10:00-11:15 (TR)",Glenn Clark
ENGL 1200,A05 (10034),Representative Literary Works (Part A) (3),M,"Sep 03 - Dec 08, 09:30-10:20 (MWF)",David Annandale
ENGL 1200,A06 (10038),Representative Literary Works (Part A) (3),M,"Sep 03 - Dec 08, 10:30-11:20 (MWF)",Jenifer Mohammed
ENGL 1200,D01 (10707),Representative Literary Works (Part A) (3),DE,Sep 03 - Dec 08,Jenifer Mohammed
ENGL 1200,A07 (10044),Representative Literary Works (Part A) (3),M,"Sep 03 - Dec 08, 13:30-14:20 (MWF)",Judith Owens
ENGL 1200,A04 (12464),Representative Literary Works (Part A) (3),M,"Sep 03 - Dec 08, 13:00-14:15 (TR)",Hee-Jung Joo
ENGL 1200,A08 (10037),Representative Literary Works (Part A) (3),M,"Sep 03 - Dec 08, 11:30-12:45 (TR)",Mark Libin
ENGL 1200,A09 (10043),Representative Literary Works (Part A) (3),M,"Sep 03 - Dec 08, 12:30-13:20 (MWF)",Dana Medoro
ENGL 1200,A11 (12690),Representative Literary Works (Part A) (3),M,"Sep 03 - Dec 08, 11:30-12:20 (MWF)",Michelle Faubert
ENGL 1340,A06 (23786),Introduction to Literary Analysis (3),M,"Sep 03 - Dec 08, 09:30-10:20 (MWF)",Jenifer Mohammed
ENGL 1340,A04 (23784),Introduction to Literary Analysis (3),M,"Sep 03 - Dec 08, 11:30-12:45 (TR)",James Horton
ENGL 1340,A01 (12691),Introduction to Literary Analysis (3),M,"Sep 03 - Dec 08, 10:00-11:15 (TR)",James Horton
ENGL 1340,A02 (17325),Introduction to Literary Analysis (3),M,"Sep 03 - Dec 08, 13:00-14:15 (TR)",Timothy Penner
ENGL 1340,A03 (23297),Introduction to Literary Analysis (3),M,"Sep 03 - Dec 08, 11:30-12:20 (MWF)",Lucas Tromly
ENGL 1340,A07 (23787),Introduction to Literary Analysis (3),M,"Sep 03 - Dec 08, 14:30-15:20 (MWF)",Jenifer Mohammed
ENGL 1340,A05 (23785),Introduction to Literary Analysis (3),M,"Sep 03 - Dec 08, 10:30-11:20 (MWF)",Timothy Penner
ENGL 1340,A08 (26219),Introduction to Literary Analysis (3),M,"Sep 03 - Dec 08, 12:30-13:20 (MWF)",Jenifer Mohammed
ENGL 1400,A07 (12750),Thematic Approaches to the Study of Literature (3),M,"Sep 03 - Dec 08, 14:30-15:45 (TR)",Jeffrey Sapiro
ENGL 1400,A03 (12470),Thematic Approaches to the Study of Literature (3),M,"Sep 03 - Dec 08, 13:30-14:20 (MWF)",Erin Weinberg
ENGL 1400,A05 (21612),Thematic Approaches to the Study of Literature (3),M,"Sep 03 - Dec 08, 08:30-09:45 (TR)",Jeffrey Sapiro
ENGL 1400,A02 (12469),Thematic Approaches to the Study of Literature (3),M,"Sep 03 - Dec 08, 11:30-12:20 (MWF)",Erin Weinberg
ENGL 1400,A06 (12749),Thematic Approaches to the Study of Literature (3),M,"Sep 03 - Dec 08, 11:30-12:45 (TR)",Jeffrey Sapiro
ENGL 1400,A01 (12468),Thematic Approaches to the Study of Literature (3),M,"Sep 03 - Dec 08, 09:30-10:20 (MWF)",Erin Weinberg
ENGL 1400,A04 (12747),Thematic Approaches to the Study of Literature (3),M,"Sep 03 - Dec 08, 10:30-11:20 (MWF)",Lisa Dorcich
ENGL 2070,A01 (26221),Literature of the Sixteenth Century (Part A) (3),M,"Sep 03 - Dec 08, 11:30-12:20 (MWF)",Judith Owens
ENGL 2170,A01 (26223),American Literature to 1900 (Part A) (3),M,"Sep 03 - Dec 08, 10:30-11:20 (MWF)",Dana Medoro
ENGL 2180,A01 (26224),American Literature since 1900 (Part A) (3),M,"Sep 03 - Dec 08, 10:00-11:15 (TR)",Hee-Jung Joo
ENGL 2270,A01 (26225),Canadian Literature (Part A) (3),M,"Sep 03 - Dec 08, 12:30-13:20 (MWF)",Lindsay Diehl
ENGL 2280,A01 (26226),Film and Literature (Part A) (3),M,"Sep 03 - Dec 08, 13:30-15:20 (M)",George Toles
ENGL 2280,A01 (26226),Film and Literature (Part A) (3),M,"Sep 03 - Dec 08, 13:30-15:55 (W)",George Toles
ENGL 2820,T05 (26344),Agatha Christie's Novels and Adaptations (3),M,"Sep 03 - Dec 08, 11:30-12:45 (TR)",Erin Weinberg
ENGL 2910,A01 (26229),Comics (3),M,"Sep 03 - Dec 08, 13:30-14:20 (MWF)",Lucas Tromly
ENGL 2920,T01 (26345),Beyond High Fantasy (3),M,"Sep 03 - Dec 08, 13:00-14:15 (TR)",Erin Keating
ENGL 3090,T03 (26230),Jacobean Drama (3),M,"Sep 03 - Dec 08, 13:00-14:15 (TR)",Glenn Clark
ENGL 3270,T06 (26231),Strange Things - Haunted Canada (3),M,"Sep 03 - Dec 08, 09:30-10:20 (MWF)",Alison Calder
ENGL 3630,T05 (26545),Ecocriticism (3),M,"Sep 03 - Dec 08, 11:30-12:45 (TR)",Jeremy Strong
ENGL 3820,T02 (26232),Representations of Identity and Struggle in Palestinian Literature (3),M,"Sep 03 - Dec 08, 10:00-11:15 (TR)",Mark Libin
ENGL 3920,T04 (26233),Indigenous Science- Fiction (3),M,"Sep 03 - Dec 08, 12:30-13:20 (MWF)",Warren Cariou
ENGL 4630,T49 (26234),Frankenstein's Monsters (3),M,"Sep 03 - Dec 08, 14:30-17:15 (W)",Michelle Faubert
ENGL 4630,T50 (26235),The Music Video (3),M,"Sep 03 - Dec 08, 14:30-17:15 (T)",Brenda Austin-Smith
ENGL 4630,T51 (26236),"Folklore, Fantasy, and History: Scotland's Imagined Pasts (3)",M,"Sep 03 - Dec 08, 14:30-17:15 (R)",Pamela Perkins
ENGL 7170,T04 (26237),The Music Video (3),M,"Sep 03 - Dec 08, 14:30-17:15 (T)",Brenda Austin-Smith
ENGL 7960,T06 (26238),Frankenstein's Monsters (3),M,"Sep 03 - Dec 08, 14:30-17:15 (W)",Michelle Faubert
ENGL 7980,T06 (26239),"Folklore, Fantasy, and History: Scotland's Imagined Pasts (3)",M,"Sep 03 - Dec 08, 14:30-17:15 (R)",Pamela Perkins
FILM 1290,A02 (10727),The Art of the Film 1 (3),M,"Sep 03 - Dec 08, 10:00-11:50 (R)",Jonah Corne
FILM 1290,A02 (10727),The Art of the Film 1 (3),M,"Sep 03 - Dec 08, 10:00-12:25 (T)",Jonah Corne
FILM 1290,A01 (10726),The Art of the Film 1 (3),M,"Sep 03 - Dec 08, 13:30-14:20 (MWF)",David Annandale
FILM 1290,A03 (10728),The Art of the Film 1 (3),M,"Sep 03 - Dec 08, 14:30-15:20 (MWF)",David Annandale
FILM 1310,A01 (11598),Film History (3),M,"Sep 03 - Dec 08, 09:30-11:20 (W)",George Toles
FILM 1310,A01 (11598),Film History (3),M,"Sep 03 - Dec 08, 09:30-11:55 (M)",George Toles
FILM 2250,T02 (26346),Agatha Christie's Novels and Adaptations (3),M,"Sep 03 - Dec 08, 11:30-12:45 (TR)",Erin Weinberg
FILM 2280,A01 (26227),Film and Literature (Part A) (3),M,"Sep 03 - Dec 08, 13:30-15:55 (W)",George Toles
FILM 2280,A01 (26227),Film and Literature (Part A) (3),M,"Sep 03 - Dec 08, 13:30-15:20 (M)",George Toles
FILM 2380,T01 (26241),French New Wave (3),M,"Sep 03 - Dec 08, 13:00-14:50 (T)",Jonah Corne
FILM 2380,T01 (26241),French New Wave (3),M,"Sep 03 - Dec 08, 13:00-15:25 (R)",Jonah Corne
FILM 2440,A01 (24929),Filmmaking (3),M,"Sep 03 - Dec 08, 18:00-20:45 (W)",Shereen Jerrett
FILM 3250,T21 (26242),The Monstrous Imagination (3),M,"Sep 03 - Dec 08, 11:30-12:20 (MWF)",David Annandale
THTR 1220,A01 (22391),Introduction to Theatre (Part A) (3),M,"Sep 03 - Dec 08, 13:00-14:50 (T)",William Kerr
THTR 1220,A02 (10745),Introduction to Theatre (Part A) (3),M,"Sep 03 - Dec 08, 14:30-16:20 (R)",Thomas Soares
THTR 1220,A02 (10745),Introduction to Theatre (Part A) (3),M,"Sep 03 - Dec 08, 14:30-16:20 (T)",Thomas Soares
THTR 1220,A03 (10746),Introduction to Theatre (Part A) (3),M,"Sep 03 - Dec 08, 14:30-16:20 (W)",Thomas Soares
THTR 1220,A03 (10746),Introduction to Theatre (Part A) (3),M,"Sep 03 - Dec 08, 14:30-16:20 (M)",Thomas Soares
THTR 1220,A01 (22391),Introduction to Theatre (Part A) (3),M,"Sep 03 - Dec 08, 13:00-14:50 (R)",William Kerr
THTR 2150,A01 (10747),Theatrical Techniques: Onstage (Part A) (3),M,"Sep 03 - Dec 08, 10:00-11:15 (TR)",Margaret Groome
THTR 2160,A01 (10748),Theatrical Techniques: Backstage (Part A) (3),M,"Sep 03 - Dec 08, 18:00-20:45 (M)",Karen Schellenberg
THTR 2600,T10 (26245),Playwriting (3),M,"Sep 03 - Dec 08, 11:30-12:45 (TR)",Werner Thiessen
THTR 3000,B02 (24682),The Shaughraun - A Melodrama (0),M,"Sep 03 - Dec 08, 17:00-21:00 (TWR)",William Kerr
THTR 3000,B01 (24681),The Shaughraun - A Melodrama (0),M,"Sep 03 - Dec 08, 13:30-15:20 (WF)",William Kerr
THTR 3000,T03 (26244),The Shaughraun - A Melodrama (3),M,"Sep 03 - Dec 08, 13:30-16:30 (M)",William Kerr
THTR 3610,T05 (26243),Jacobean Drama (3),M,"Sep 03 - Dec 08, 13:00-14:15 (TR)",Glenn Clark
FREN 1152,A05 (14708),Introductory French 1 (3),M,"Sep 03 - Dec 08, 10:00-11:15 (TR)",Krysteena Gadzala
FREN 1152,B01 (12460),Introductory French 1 (0),M,"Sep 03 - Dec 08, 11:30-12:20 (M)",Luke Liekum
FREN 1152,A02 (12454),Introductory French 1 (3),M,"Sep 03 - Dec 08, 10:30-11:20 (MWF)",Andrew Osborne
FREN 1152,B02 (12457),Introductory French 1 (0),M,"Sep 03 - Dec 08, 11:30-12:20 (T)",Bailey Watson
FREN 1152,B03 (12458),Introductory French 1 (0),M,"Sep 03 - Dec 08, 11:30-12:20 (W)",Luke Liekum
FREN 1152,B04 (12459),Introductory French 1 (0),M,"Sep 03 - Dec 08, 13:00-13:50 (R)",Elizabeth Gwinner
FREN 1152,B05 (14709),Introductory French 1 (0),M,"Sep 03 - Dec 08, 12:30-13:20 (F)",. Sagar
FREN 1152,A03 (12456),Introductory French 1 (3),M,"Sep 03 - Dec 08, 13:30-14:20 (MWF)",Andrew Osborne
FREN 1152,A01 (12453),Introductory French 1 (3),M,"Sep 03 - Dec 08, 09:30-10:20 (MWF)",Armelle St Martin
FREN 1152,A04 (12455),Introductory French 1 (3),M,"Sep 03 - Dec 08, 08:30-09:45 (TR)",Melanie Cure
FREN 1154,B01 (25887),Introductory French 2 (0),M,"Sep 03 - Dec 08, 10:30-11:20 (F)",Zachary Bahr
FREN 1154,A01 (25886),Introductory French 2 (3),M,"Sep 03 - Dec 08, 11:30-12:20 (MWF)",Janelle Hague
FREN 1192,A01 (24939),Français pour bilingues et francophones 1 (3),M,"Sep 03 - Dec 08, 09:30-10:20 (MWF)",Krysteena Gadzala
FREN 1192,A02 (25888),Français pour bilingues et francophones 1 (3),M,"Sep 03 - Dec 08, 10:00-11:15 (TR)",Dominique Laporte
FREN 1202,A01 (24941),Intermediate French 1 (3),M,"Sep 03 - Dec 08, 10:30-11:20 (MWF)",Etienne-Marie Lassi
FREN 1202,A02 (24942),Intermediate French 1 (3),M,"Sep 03 - Dec 08, 10:00-11:15 (TR)",Andrew Osborne
FREN 1252,A01 (11797),Français oral 1 (3),M,"Sep 03 - Dec 08, 13:00-14:15 (TR)",Irene Chassaing
FREN 2610,A01 (25889),Français oral 2 (A) (3),M,"Sep 03 - Dec 08, 10:00-11:15 (TR)",Irene Chassaing
FREN 2620,A01 (12461),Grammaire et lexique (A) (3),M,"Sep 03 - Dec 08, 12:30-13:20 (MWF)",Andrew Osborne
FREN 3830,T04 (25890),La littérature de voyage à l'ère médiatique (B) (3),M,"Sep 03 - Dec 08, 13:00-14:15 (TR)",Dominique Laporte
FREN 4610,T17 (25891),La littérature de voyage à l'ère médiatique (3),M,"Sep 03 - Dec 08, 13:00-14:15 (TR)",Dominique Laporte
FREN 7560,T10 (25892),La littérature de voyage à l'ère médiatique (3),M,"Sep 03 - Dec 08, 13:00-14:15 (TR)",Dominique Laporte
FSIE 2100,A01 (26319),Exploration of Contemporary French and Francophone Cultures (3),M,"Sep 03 - Dec 08, 11:30-12:20 (MWF)",Krysteena Gadzala
FSIE 2700,A01 (26320),Don Quixote in English and the Chivalric World (3),M,"Sep 03 - Dec 08, 12:30-13:20 (MWF)",Enrique Fernandez
ITLN 1080,A02 (16129),Introductory Italian (Part A) (3),M,"Sep 03 - Dec 08, 11:30-12:20 (MWF)",Paolo Matteucci
ITLN 1080,B01 (16130),Introductory Italian (Part A) (0),M,"Sep 03 - Dec 08, 10:30-11:20 (M)",Veronica Vecchione
ITLN 1080,B02 (16128),Introductory Italian (Part A) (0),M,"Sep 03 - Dec 08, 10:00-10:50 (R)",Veronica Vecchione
ITLN 1080,A01 (12462),Introductory Italian (Part A) (3),M,"Sep 03 - Dec 08, 11:30-12:45 (TR)",Paolo Matteucci
SPAN 1182,A02 (24958),Introductory Spanish 1 (3),M,"Sep 03 - Dec 08, 11:30-12:45 (TR)",Caterina Reitano
SPAN 1182,B01 (24960),Introductory Spanish 1 (0),M,"Sep 03 - Dec 08, 09:30-10:20 (W)",Eric Felico Perez
SPAN 1182,A03 (24959),Introductory Spanish 1 (3),M,"Sep 03 - Dec 08, 13:00-14:15 (TR)",Caterina Reitano
SPAN 1182,B02 (24961),Introductory Spanish 1 (0),M,"Sep 03 - Dec 08, 08:30-09:20 (T)",Jade De Michelis
SPAN 1182,B03 (24962),Introductory Spanish 1 (0),M,"Sep 03 - Dec 08, 11:30-12:20 (F)",Camila Hernandez Claros
SPAN 1182,A01 (24957),Introductory Spanish 1 (3),M,"Sep 03 - Dec 08, 10:30-11:20 (MWF)",Caterina Reitano
SPAN 1262,A01 (11716),Intermediate Spanish Grammar and Conversation 1 (3),M,"Sep 03 - Dec 08, 09:30-10:20 (MWF)",Caterina Reitano
SPAN 1262,B01 (21334),Intermediate Spanish Grammar and Conversation 1 (0),M,"Sep 03 - Dec 08, 08:30-09:20 (W)",Eric Felico Perez
SPAN 2550,A01 (25897),Advanced Spanish Composition (3),M,"Sep 03 - Dec 08, 11:30-12:20 (MWF)",Enrique Fernandez
SPAN 2560,A01 (25898),Advanced Spanish Conversation (3),M,"Sep 03 - Dec 08, 11:30-12:20 (MWF)",Enrique Fernandez
GRMN 1122,A02 (23583),Introductory German 1 (A) (3),M,"Sep 03 - Dec 08, 11:30-12:20 (MWF)",Karin James
GRMN 1122,B02 (23586),Introductory German 1 (A) (0),M,"Sep 03 - Dec 08, 11:30-12:20 (T)",TBA
GRMN 1122,B04 (23588),Introductory German 1 (A) (0),M,"Sep 03 - Dec 08, 10:30-11:20 (W)",TBA
GRMN 1122,B01 (23585),Introductory German 1 (A) (0),M,"Sep 03 - Dec 08, 13:30-14:20 (M)",TBA
GRMN 1122,A01 (23582),Introductory German 1 (A) (3),M,"Sep 03 - Dec 08, 09:30-10:20 (MWF)",Lars Richter
GRMN 1122,A03 (23584),Introductory German 1 (A) (3),M,"Sep 03 - Dec 08, 14:30-15:45 (TR)",Ilka Cudmore
GRMN 1300,A01 (25828),Masterpieces of German Literature in English Translation (C) (3),M,"Sep 03 - Dec 08, 12:30-13:20 (MWF)",Alexandra Heberger
GRMN 1310,A01 (25829),Love in German Culture in English Translation (C) (3),M,"Sep 03 - Dec 08, 10:30-11:20 (MWF)",Stephan Jaeger
GRMN 2102,A01 (23590),Intermediate German 1 (A) (3),M,"Sep 03 - Dec 08, 11:30-12:20 (MWF)",Lars Richter
GRMN 2480,T04 (25830),German Crime Fiction in German (B) (3),M,"Sep 03 - Dec 08, 09:30-10:20 (MWF)",Alexandra Heberger
GRMN 3202,A01 (23592),Advanced German 1 (A) (3),M,"Sep 03 - Dec 08, 13:30-14:20 (MWF)",Karin James
GRMN 3270,A01 (25832),Studies in Contemporary German Cinema (C) (3),M,"Sep 03 - Dec 08, 14:30-17:15 (W)",Lars Richter
GRMN 4570,A01 (25833),"Honours Thesis in German Studies (B,C) (3)",M,Sep 03 - Dec 08,Stephan Jaeger
GRMN 4670,T07 (25834),Studies in Contemporary German Cinema (C) (3),M,"Sep 03 - Dec 08, 14:30-17:15 (W)",Lars Richter
GRMN 6000,A01 (25664),Reading Language Test (0),M,Sep 03 - Dec 08,Alexandra Heberger
GRMN 7340,A01 (25835),Seminar in German Film and Media Studies (3),M,"Sep 03 - Dec 08, 14:30-17:15 (W)",Lars Richter
GRMN 7360,T01 (26726),Coming of Age Narratives in Contemporary German Culture (3),M,Sep 03 - Dec 08,Lars Richter
POL 1892,A01 (23599),Introductory Polish 1 (3),M,"Sep 03 - Dec 08, 09:30-10:20 (MWF)",Magdalena Blackmore
POL 1892,B01 (23600),Introductory Polish 1 (0),M,"Sep 03 - Dec 08, 08:30-09:20 (F)",TBA
POL 1900,A01 (25838),"Love, Heroes and Patriotism in Contemporary Poland (3)",M,"Sep 03 - Dec 08, 12:30-13:20 (MWF)",Magdalena Blackmore
POL 2892,A01 (24990),Intermediate Polish 1 (3),M,"Sep 03 - Dec 08, 13:30-14:20 (MWF)",Magdalena Blackmore
RUSN 1302,B01 (23602),Introductory Russian 1 (0),M,"Sep 03 - Dec 08, 14:30-15:20 (W)",TBA
RUSN 1302,B02 (23603),Introductory Russian 1 (0),M,"Sep 03 - Dec 08, 09:00-09:50 (R)",TBA
RUSN 1302,A01 (23601),Introductory Russian 1 (3),M,"Sep 03 - Dec 08, 10:30-11:20 (MWF)",Elena Baraban
RUSN 1400,A01 (25839),Masterpieces of Russian Literature in Translation (3),M,"Sep 03 - Dec 08, 12:30-13:20 (MWF)",Elena Baraban
RUSN 2812,A01 (23605),Intermediate Russian 1 (3),M,"Sep 03 - Dec 08, 09:30-10:20 (MWF)",Iryna Konstantiuk
RUSN 3100,A01 (25840),Advanced Russian Grammar and Conversation (3),M,"Sep 03 - Dec 08, 10:30-11:20 (MWF)",Tatiana Galetcaia
RUSN 3790,T01 (26694),Masterpieces of Russian Literature in English Translation (3),M,Sep 03 - Dec 08,Elena Baraban
UKRN 1312,B01 (23608),Introductory Ukrainian 1 (0),M,"Sep 03 - Dec 08, 09:30-10:20 (W)",TBA
UKRN 1312,A01 (23607),Introductory Ukrainian 1 (3),M,"Sep 03 - Dec 08, 10:30-11:20 (MWF)",Iryna Konstantiuk
UKRN 1312,B02 (23609),Introductory Ukrainian 1 (0),M,"Sep 03 - Dec 08, 08:30-09:20 (F)",TBA
UKRN 2600,T04 (25859),Ukrainian Folk & Magic Tale (3),M,"Sep 03 - Dec 08, 14:30-17:15 (M)",Iryna Konstantiuk
UKRN 2722,A01 (23611),Intermediate Ukrainian 1 (3),M,"Sep 03 - Dec 08, 12:30-13:20 (MWF)",Iryna Konstantiuk
UKRN 2780,A01 (25860),Ukrainian Culture from 1900 to the Present (3),M,"Sep 03 - Dec 08, 12:30-13:20 (MWF)",Oksana Dudko
GPE 1700,A01 (16054),Social Justice in the 21st Century: Global Political Economy and Environmental Change (3),M,"Sep 03 - Dec 08, 11:30-12:20 (MWF)",Jonah Olsen
GPE 2700,A01 (10755),Perspectives on Global Political Economy (3),M,"Sep 03 - Dec 08, 14:30-15:45 (TR)",Mark Hudson
GPE 4510,A01 (25908),Global Political Economy Field Placement Seminar (Part A) (1.5),M,"Sep 03 - Dec 08, 14:30-17:15 (W)",
GPE 4520,A01 (25910),Global Political Economy Field Placement (Part A) (3),M,Sep 03 - Dec 08,
GPE 4700,A01 (10756),Studies in Global Political Economy (Part A) (3),M,"Sep 03 - Dec 08, 14:30-17:15 (F)",Niall Harney
HIST 1200,D01 (13271),An Introduction to the History of Western Civilization (G) (Part A) (3),DE,Sep 03 - Dec 08,Marc-Andre Gagnon
HIST 1350,A02 (25800),An Introduction to the History of Western Civilization to 1500 (G) (3),M,"Sep 03 - Dec 08, 09:30-10:20 (MWF)",Dale Barbour
HIST 1350,A04 (25802),An Introduction to the History of Western Civilization to 1500 (G) (3),M,"Sep 03 - Dec 08, 10:30-11:20 (MWF)",Robert Penner
HIST 1350,A03 (25801),An Introduction to the History of Western Civilization to 1500 (G) (3),M,"Sep 03 - Dec 08, 10:00-11:15 (TR)",Lloyd Penner
HIST 1350,A01 (21449),An Introduction to the History of Western Civilization to 1500 (G) (3),M,"Sep 03 - Dec 08, 18:00-20:45 (W)",Jason Brown
HIST 1360,A02 (26166),An Introduction to the History of Western Civilization from 1500 (G) (3),M,"Sep 03 - Dec 08, 14:30-15:20 (MWF)",Dale Barbour
