COURSE,SECTION (CRN),TITLE (CREDIT HOURS),CAMPUS,COURSE TIME,INSTRUCTOR
ECE 3540,B01 (51253),Advanced Circuit Analysis and Design (0),M,"Feb 25 - Feb 25, 14:30-17:15 (W)",Vladimir Okhmatovski
ECE 3540,B01 (51253),Advanced Circuit Analysis and Design (0),M,"Feb 04 - Feb 04, 14:30-17:15 (W)",Vladimir Okhmatovski
ECE 3540,B01 (51253),Advanced Circuit Analysis and Design (0),M,"Jan 21 - Jan 21, 14:30-17:15 (W)",Vladimir Okhmatovski
ECE 3540,B03 (51255),Advanced Circuit Analysis and Design (0),M,"Feb 06 - Feb 06, 14:30-17:15 (F)",Vladimir Okhmatovski
ECE 3590,A01 (50832),Electromagnetic Theory (4),M,"Jan 06 - Apr 09, 13:00-14:15 (TR)",Gregory Bridges
ECE 3590,B03 (50835),Electromagnetic Theory (0),M,"Jan 21 - Jan 21, 14:30-17:15 (W)",Gregory Bridges
ECE 3590,B03 (50835),Electromagnetic Theory (0),M,"Feb 04 - Feb 04, 14:30-17:15 (W)",Gregory Bridges
ECE 3590,B03 (50835),Electromagnetic Theory (0),M,"Feb 25 - Feb 25, 14:30-17:15 (W)",Gregory Bridges
ECE 3590,B01 (50833),Electromagnetic Theory (0),M,"Jan 19 - Jan 19, 14:30-17:15 (M)",Gregory Bridges
ECE 3590,B03 (50835),Electromagnetic Theory (0),M,"Mar 25 - Mar 25, 14:30-17:15 (W)",Gregory Bridges
ECE 3590,B01 (50833),Electromagnetic Theory (0),M,"Mar 23 - Mar 23, 14:30-17:15 (M)",Gregory Bridges
ECE 3590,B01 (50833),Electromagnetic Theory (0),M,"Feb 23 - Feb 23, 14:30-17:15 (M)",Gregory Bridges
ECE 3590,B02 (50834),Electromagnetic Theory (0),M,"Feb 03 - Feb 03, 14:30-17:15 (T)",Gregory Bridges
ECE 3590,B02 (50834),Electromagnetic Theory (0),M,"Feb 24 - Feb 24, 14:30-17:15 (T)",Gregory Bridges
ECE 3590,B02 (50834),Electromagnetic Theory (0),M,"Mar 10 - Mar 10, 14:30-17:15 (T)",Gregory Bridges
ECE 3590,B02 (50834),Electromagnetic Theory (0),M,"Mar 24 - Mar 24, 14:30-17:15 (T)",Gregory Bridges
ECE 3590,B02 (50834),Electromagnetic Theory (0),M,"Jan 20 - Jan 20, 14:30-17:15 (T)",Gregory Bridges
ECE 3590,B03 (50835),Electromagnetic Theory (0),M,"Mar 11 - Mar 11, 14:30-17:15 (W)",Gregory Bridges
ECE 3590,B01 (50833),Electromagnetic Theory (0),M,"Mar 09 - Mar 09, 14:30-17:15 (M)",Gregory Bridges
ECE 3590,B01 (50833),Electromagnetic Theory (0),M,"Feb 02 - Feb 02, 14:30-17:15 (M)",Gregory Bridges
ECE 3600,B02 (50838),Physical Electronics (0),M,"Jan 20 - Jan 20, 14:30-17:15 (T)",Cyrus Shafai
ECE 3600,B02 (50838),Physical Electronics (0),M,"Feb 03 - Feb 03, 14:30-17:15 (T)",Cyrus Shafai
ECE 3600,B03 (50839),Physical Electronics (0),M,"Mar 25 - Mar 25, 14:30-17:15 (W)",Cyrus Shafai
ECE 3600,B02 (50838),Physical Electronics (0),M,"Feb 24 - Feb 24, 14:30-17:15 (T)",Cyrus Shafai
ECE 3600,B03 (50839),Physical Electronics (0),M,"Feb 25 - Feb 25, 14:30-17:15 (W)",Cyrus Shafai
ECE 3600,B03 (50839),Physical Electronics (0),M,"Feb 04 - Feb 04, 14:30-17:15 (W)",Cyrus Shafai
ECE 3600,B02 (50838),Physical Electronics (0),M,"Mar 10 - Mar 10, 14:30-17:15 (T)",Cyrus Shafai
ECE 3600,B03 (50839),Physical Electronics (0),M,"Mar 11 - Mar 11, 14:30-17:15 (W)",Cyrus Shafai
ECE 3600,B02 (50838),Physical Electronics (0),M,"Mar 24 - Mar 24, 14:30-17:15 (T)",Cyrus Shafai
ECE 3600,B03 (50839),Physical Electronics (0),M,"Jan 21 - Jan 21, 14:30-17:15 (W)",Cyrus Shafai
ECE 3600,B01 (50837),Physical Electronics (0),M,"Feb 02 - Feb 02, 14:30-17:15 (M)",Cyrus Shafai
ECE 3600,B01 (50837),Physical Electronics (0),M,"Mar 09 - Mar 09, 14:30-17:15 (M)",Cyrus Shafai
ECE 3600,A01 (50836),Physical Electronics (4),M,"Jan 06 - Apr 09, 10:30-11:20 (MWF)",Cyrus Shafai
ECE 3600,B01 (50837),Physical Electronics (0),M,"Feb 23 - Feb 23, 14:30-17:15 (M)",Cyrus Shafai
ECE 3600,B01 (50837),Physical Electronics (0),M,"Jan 19 - Jan 19, 14:30-17:15 (M)",Cyrus Shafai
ECE 3600,B01 (50837),Physical Electronics (0),M,"Mar 23 - Mar 23, 14:30-17:15 (M)",Cyrus Shafai
ECE 3610,A01 (50841),Microprocessing Systems (4),M,"Jan 06 - Apr 09, 10:00-11:15 (TR)",
ECE 3610,B03 (50847),Microprocessing Systems (0),M,"Jan 16 - Jan 16, 14:30-17:15 (F)",
ECE 3610,B03 (50847),Microprocessing Systems (0),M,"Jan 30 - Jan 30, 14:30-17:15 (F)",
ECE 3610,B03 (50847),Microprocessing Systems (0),M,"Feb 13 - Feb 13, 14:30-17:15 (F)",
ECE 3610,B03 (50847),Microprocessing Systems (0),M,"Mar 20 - Mar 20, 14:30-17:15 (F)",
ECE 3610,B03 (50847),Microprocessing Systems (0),M,"Mar 06 - Mar 06, 14:30-17:15 (F)",
ECE 3610,B01 (50845),Microprocessing Systems (0),M,"Mar 18 - Mar 18, 14:30-17:15 (W)",
ECE 3610,B01 (50845),Microprocessing Systems (0),M,"Feb 11 - Feb 11, 14:30-17:15 (W)",
ECE 3610,B01 (50845),Microprocessing Systems (0),M,"Jan 14 - Jan 14, 14:30-17:15 (W)",
ECE 3610,B01 (50845),Microprocessing Systems (0),M,"Mar 04 - Mar 04, 14:30-17:15 (W)",
ECE 3610,B02 (50846),Microprocessing Systems (0),M,"Jan 15 - Jan 15, 14:30-17:15 (R)",
ECE 3610,B02 (50846),Microprocessing Systems (0),M,"Mar 19 - Mar 19, 14:30-17:15 (R)",
ECE 3610,B02 (50846),Microprocessing Systems (0),M,"Mar 05 - Mar 05, 14:30-17:15 (R)",
ECE 3610,B02 (50846),Microprocessing Systems (0),M,"Jan 29 - Jan 29, 14:30-17:15 (R)",
ECE 3610,B01 (50845),Microprocessing Systems (0),M,"Jan 28 - Jan 28, 14:30-17:15 (W)",
ECE 3610,B02 (50846),Microprocessing Systems (0),M,"Feb 12 - Feb 12, 14:30-17:15 (R)",
ECE 3630,A01 (63731),Real-Time Embedded Systems (4),M,"Jan 06 - Apr 09, 10:30-11:20 (MWF)",Kenneth Ferens
ECE 3630,B01 (63732),Real-Time Embedded Systems (0),M,"Mar 26 - Mar 26, 14:30-17:30 (R)",Kenneth Ferens
ECE 3630,B01 (63732),Real-Time Embedded Systems (0),M,"Jan 22 - Jan 22, 14:30-17:30 (R)",Kenneth Ferens
ECE 3630,B01 (63732),Real-Time Embedded Systems (0),M,"Feb 05 - Feb 05, 14:30-17:30 (R)",Kenneth Ferens
ECE 3630,B01 (63732),Real-Time Embedded Systems (0),M,"Mar 12 - Mar 12, 14:30-17:30 (R)",Kenneth Ferens
ECE 3630,B01 (63732),Real-Time Embedded Systems (0),M,"Feb 26 - Feb 26, 14:30-17:30 (R)",Kenneth Ferens
ECE 3650,B02 (52595),Electric Machines (0),M,"Jan 06 - Apr 09, 14:30-17:15 (F)",Shaahin Filizadeh
ECE 3650,A01 (50848),Electric Machines (5),M,"Jan 06 - Apr 09, 10:00-11:15 (TR)",Shaahin Filizadeh
ECE 3650,B01 (50850),Electric Machines (0),M,"Jan 06 - Apr 09, 14:30-17:15 (R)",Shaahin Filizadeh
ECE 3700,B01 (50859),Telecommunication Network Engineering (0),M,"Jan 29 - Jan 29, 14:30-17:15 (R)",Amine Mezghani
ECE 3700,B01 (50859),Telecommunication Network Engineering (0),M,"Mar 05 - Mar 05, 14:30-17:15 (R)",Amine Mezghani
ECE 3700,B02 (51900),Telecommunication Network Engineering (0),M,"Feb 13 - Feb 13, 14:30-17:15 (F)",Amine Mezghani
ECE 3700,B02 (51900),Telecommunication Network Engineering (0),M,"Mar 06 - Mar 06, 14:30-17:15 (F)",Amine Mezghani
ECE 3700,B02 (51900),Telecommunication Network Engineering (0),M,"Jan 30 - Jan 30, 14:30-17:15 (F)",Amine Mezghani
ECE 3700,B02 (51900),Telecommunication Network Engineering (0),M,"Mar 20 - Mar 20, 14:30-17:15 (F)",Amine Mezghani
ECE 3700,B02 (51900),Telecommunication Network Engineering (0),M,"Jan 16 - Jan 16, 14:30-17:15 (F)",Amine Mezghani
ECE 3700,B01 (50859),Telecommunication Network Engineering (0),M,"Mar 19 - Mar 19, 14:30-17:15 (R)",Amine Mezghani
ECE 3700,B01 (50859),Telecommunication Network Engineering (0),M,"Feb 12 - Feb 12, 14:30-17:15 (R)",Amine Mezghani
ECE 3700,B01 (50859),Telecommunication Network Engineering (0),M,"Jan 15 - Jan 15, 14:30-17:15 (R)",Amine Mezghani
ECE 3700,A01 (50857),Telecommunication Network Engineering (4),M,"Jan 06 - Apr 09, 10:00-11:15 (TR)",Amine Mezghani
ECE 3730,B02 (51621),Principles of Embedded System Design (0),M,"Jan 27 - Jan 27, 14:30-17:15 (T)",Ramin Soltanzadeh
ECE 3730,B03 (53666),Principles of Embedded System Design (0),M,"Mar 18 - Mar 18, 14:30-17:15 (W)",Ramin Soltanzadeh
ECE 3730,B03 (53666),Principles of Embedded System Design (0),M,"Feb 11 - Feb 11, 14:30-17:15 (W)",Ramin Soltanzadeh
ECE 3730,B03 (53666),Principles of Embedded System Design (0),M,"Mar 04 - Mar 04, 14:30-17:15 (W)",Ramin Soltanzadeh
ECE 3730,B03 (53666),Principles of Embedded System Design (0),M,"Jan 14 - Jan 14, 14:30-17:15 (W)",Ramin Soltanzadeh
ECE 3730,B03 (53666),Principles of Embedded System Design (0),M,"Jan 28 - Jan 28, 14:30-17:15 (W)",Ramin Soltanzadeh
ECE 3730,B01 (51620),Principles of Embedded System Design (0),M,"Jan 12 - Jan 12, 14:30-17:15 (M)",Ramin Soltanzadeh
ECE 3730,B01 (51620),Principles of Embedded System Design (0),M,"Jan 26 - Jan 26, 14:30-17:15 (M)",Ramin Soltanzadeh
ECE 3730,B01 (51620),Principles of Embedded System Design (0),M,"Mar 02 - Mar 02, 14:30-17:15 (M)",Ramin Soltanzadeh
ECE 3730,B01 (51620),Principles of Embedded System Design (0),M,"Feb 09 - Feb 09, 14:30-17:15 (M)",Ramin Soltanzadeh
ECE 3730,B01 (51620),Principles of Embedded System Design (0),M,"Mar 16 - Mar 16, 14:30-17:15 (M)",Ramin Soltanzadeh
ECE 3730,B02 (51621),Principles of Embedded System Design (0),M,"Mar 03 - Mar 03, 14:30-17:15 (T)",Ramin Soltanzadeh
ECE 3730,B02 (51621),Principles of Embedded System Design (0),M,"Feb 10 - Feb 10, 14:30-17:15 (T)",Ramin Soltanzadeh
ECE 3730,B02 (51621),Principles of Embedded System Design (0),M,"Mar 17 - Mar 17, 14:30-17:15 (T)",Ramin Soltanzadeh
ECE 3730,A01 (51619),Principles of Embedded System Design (4),M,"Jan 06 - Apr 09, 12:30-13:20 (MWF)",Ramin Soltanzadeh
ECE 3730,B02 (51621),Principles of Embedded System Design (0),M,"Jan 13 - Jan 13, 14:30-17:15 (T)",Ramin Soltanzadeh
ECE 3760,B02 (50863),Digital Systems Design 1 (0),M,"Jan 20 - Jan 20, 14:30-17:15 (T)",Robert McLeod
ECE 3760,B02 (50863),Digital Systems Design 1 (0),M,"Mar 10 - Mar 10, 14:30-17:15 (T)",Robert McLeod
ECE 3760,B02 (50863),Digital Systems Design 1 (0),M,"Feb 24 - Feb 24, 14:30-17:15 (T)",Robert McLeod
ECE 3760,B02 (50863),Digital Systems Design 1 (0),M,"Feb 03 - Feb 03, 14:30-17:15 (T)",Robert McLeod
ECE 3760,B02 (50863),Digital Systems Design 1 (0),M,"Mar 24 - Mar 24, 14:30-17:15 (T)",Robert McLeod
ECE 3760,A01 (50861),Digital Systems Design 1 (4),M,"Jan 06 - Apr 09, 11:30-12:20 (MWF)",Robert McLeod
ECE 3760,B01 (50862),Digital Systems Design 1 (0),M,"Feb 02 - Feb 02, 14:30-17:15 (M)",Robert McLeod
ECE 3760,B01 (50862),Digital Systems Design 1 (0),M,"Jan 19 - Jan 19, 14:30-17:15 (M)",Robert McLeod
ECE 3760,B01 (50862),Digital Systems Design 1 (0),M,"Feb 23 - Feb 23, 14:30-17:15 (M)",Robert McLeod
ECE 3760,B01 (50862),Digital Systems Design 1 (0),M,"Mar 09 - Mar 09, 14:30-17:15 (M)",Robert McLeod
ECE 3760,B01 (50862),Digital Systems Design 1 (0),M,"Mar 23 - Mar 23, 14:30-17:15 (M)",Robert McLeod
ECE 3780,B02 (62575),Signal Processing 1 (0),M,"Jan 27 - Jan 27, 14:30-17:15 (T)",Ke Peng
ECE 3780,B01 (62574),Signal Processing 1 (0),M,"Feb 09 - Feb 09, 14:30-17:30 (M)",Ke Peng
ECE 3780,B01 (62574),Signal Processing 1 (0),M,"Mar 16 - Mar 16, 14:30-17:30 (M)",Ke Peng
ECE 3780,B01 (62574),Signal Processing 1 (0),M,"Jan 26 - Jan 26, 14:30-17:30 (M)",Ke Peng
ECE 3780,A01 (62568),Signal Processing 1 (4),M,"Jan 06 - Apr 09, 08:30-09:20 (MWF)",Ke Peng
ECE 3780,B01 (62574),Signal Processing 1 (0),M,"Jan 12 - Jan 12, 14:30-17:30 (M)",Ke Peng
ECE 3780,B02 (62575),Signal Processing 1 (0),M,"Feb 10 - Feb 10, 14:30-17:15 (T)",Ke Peng
ECE 3780,B02 (62575),Signal Processing 1 (0),M,"Mar 03 - Mar 03, 14:30-17:15 (T)",Ke Peng
ECE 3780,B02 (62575),Signal Processing 1 (0),M,"Mar 17 - Mar 17, 14:30-17:15 (T)",Ke Peng
ECE 3780,B01 (62574),Signal Processing 1 (0),M,"Mar 02 - Mar 02, 14:30-17:30 (M)",Ke Peng
ECE 3780,B02 (62575),Signal Processing 1 (0),M,"Jan 13 - Jan 13, 14:30-17:15 (T)",Ke Peng
ECE 4150,B01 (54913),Control Systems (0),M,"Mar 03 - Mar 03, 14:30-17:15 (T)",Vahab Khoshdel
ECE 4150,B02 (54914),Control Systems (0),M,"Jan 14 - Jan 14, 14:30-17:20 (W)",Vahab Khoshdel
ECE 4150,B02 (54914),Control Systems (0),M,"Jan 28 - Jan 28, 14:30-17:20 (W)",Vahab Khoshdel
ECE 4150,B02 (54914),Control Systems (0),M,"Feb 11 - Feb 11, 14:30-17:20 (W)",Vahab Khoshdel
ECE 4150,B02 (54914),Control Systems (0),M,"Mar 04 - Mar 04, 14:30-17:20 (W)",Vahab Khoshdel
ECE 4150,B02 (54914),Control Systems (0),M,"Mar 18 - Mar 18, 14:30-17:20 (W)",Vahab Khoshdel
ECE 4150,A01 (54912),Control Systems (4),M,"Jan 06 - Apr 09, 13:30-14:20 (MWF)",Vahab Khoshdel
ECE 4150,B01 (54913),Control Systems (0),M,"Mar 17 - Mar 17, 14:30-17:15 (T)",Vahab Khoshdel
ECE 4150,B01 (54913),Control Systems (0),M,"Jan 27 - Jan 27, 14:30-17:15 (T)",Vahab Khoshdel
ECE 4150,B01 (54913),Control Systems (0),M,"Jan 13 - Jan 13, 14:30-17:15 (T)",Vahab Khoshdel
ECE 4150,B03 (66083),Control Systems (0),M,"Jan 26 - Jan 26, 14:30-17:30 (M)",Vahab Khoshdel
ECE 4150,B03 (66083),Control Systems (0),M,"Mar 02 - Mar 02, 14:30-17:30 (M)",Vahab Khoshdel
ECE 4150,B03 (66083),Control Systems (0),M,"Mar 16 - Mar 16, 14:30-17:30 (M)",Vahab Khoshdel
ECE 4150,B03 (66083),Control Systems (0),M,"Jan 12 - Jan 12, 14:30-17:30 (M)",Vahab Khoshdel
ECE 4150,B03 (66083),Control Systems (0),M,"Feb 09 - Feb 09, 14:30-17:30 (M)",Vahab Khoshdel
ECE 4150,B01 (54913),Control Systems (0),M,"Feb 10 - Feb 10, 14:30-17:15 (T)",Vahab Khoshdel
ECE 4160,A01 (53315),Control Engineering (4),M,"Jan 06 - Apr 09, 10:30-11:20 (MWF)",Udaya Annakkage
ECE 4160,B02 (53367),Control Engineering (0),M,"Jan 21 - Jan 21, 14:30-17:15 (W)",Udaya Annakkage
ECE 4160,B02 (53367),Control Engineering (0),M,"Feb 04 - Feb 04, 14:30-17:15 (W)",Udaya Annakkage
ECE 4160,B02 (53367),Control Engineering (0),M,"Feb 25 - Feb 25, 14:30-17:15 (W)",Udaya Annakkage
ECE 4160,B02 (53367),Control Engineering (0),M,"Mar 25 - Mar 25, 14:30-17:15 (W)",Udaya Annakkage
ECE 4160,B02 (53367),Control Engineering (0),M,"Mar 11 - Mar 11, 14:30-17:15 (W)",Udaya Annakkage
ECE 4160,B01 (53316),Control Engineering (0),M,"Mar 10 - Mar 10, 14:30-17:15 (T)",Udaya Annakkage
ECE 4160,B01 (53316),Control Engineering (0),M,"Jan 20 - Jan 20, 14:30-17:15 (T)",Udaya Annakkage
ECE 4160,B01 (53316),Control Engineering (0),M,"Mar 24 - Mar 24, 14:30-17:15 (T)",Udaya Annakkage
ECE 4160,B01 (53316),Control Engineering (0),M,"Feb 03 - Feb 03, 14:30-17:15 (T)",Udaya Annakkage
ECE 4160,B01 (53316),Control Engineering (0),M,"Feb 24 - Feb 24, 14:30-17:15 (T)",Udaya Annakkage
ECE 4180,B01 (62033),Introduction to Robotics (0),M,"Mar 23 - Mar 23, 14:30-17:15 (M)",Vahab Khoshdel
ECE 4180,B01 (62033),Introduction to Robotics (0),M,"Mar 09 - Mar 09, 14:30-17:15 (M)",Vahab Khoshdel
ECE 4180,B01 (62033),Introduction to Robotics (0),M,"Feb 23 - Feb 23, 14:30-17:15 (M)",Vahab Khoshdel
ECE 4180,B01 (62033),Introduction to Robotics (0),M,"Feb 02 - Feb 02, 14:30-17:15 (M)",Vahab Khoshdel
ECE 4180,B01 (62033),Introduction to Robotics (0),M,"Jan 19 - Jan 19, 14:30-17:15 (M)",Vahab Khoshdel
ECE 4180,A01 (52479),Introduction to Robotics (4),M,"Jan 06 - Apr 09, 11:30-12:20 (MWF)",Vahab Khoshdel
ECE 4250,A01 (54808),Digital Communications (4),M,"Jan 06 - Apr 09, 09:30-10:20 (MWF)",Pradeepa Yahampath
ECE 4250,B01 (62034),Digital Communications (0),M,"Feb 12 - Feb 12, 14:30-17:15 (R)",Pradeepa Yahampath
ECE 4250,B01 (62034),Digital Communications (0),M,"Jan 15 - Jan 15, 14:30-17:15 (R)",Pradeepa Yahampath
ECE 4250,B01 (62034),Digital Communications (0),M,"Jan 29 - Jan 29, 14:30-17:15 (R)",Pradeepa Yahampath
ECE 4250,B01 (62034),Digital Communications (0),M,"Mar 05 - Mar 05, 14:30-17:15 (R)",Pradeepa Yahampath
ECE 4250,B01 (62034),Digital Communications (0),M,"Mar 19 - Mar 19, 14:30-17:15 (R)",Pradeepa Yahampath
ECE 4260,A01 (51583),Communications Systems (4),M,"Jan 06 - Apr 09, 09:30-10:20 (MWF)",Faouzi Bellili
ECE 4260,B02 (51584),Communications Systems (0),M,"Mar 05 - Mar 05, 14:30-17:15 (R)",Faouzi Bellili
ECE 4260,B01 (52598),Communications Systems (0),M,"Mar 04 - Mar 04, 14:30-17:15 (W)",Faouzi Bellili
ECE 4260,B02 (51584),Communications Systems (0),M,"Jan 15 - Jan 15, 14:30-17:15 (R)",Faouzi Bellili
ECE 4260,B01 (52598),Communications Systems (0),M,"Mar 18 - Mar 18, 14:30-17:15 (W)",Faouzi Bellili
ECE 4260,B02 (51584),Communications Systems (0),M,"Mar 19 - Mar 19, 14:30-17:15 (R)",Faouzi Bellili
ECE 4260,B02 (51584),Communications Systems (0),M,"Jan 29 - Jan 29, 14:30-17:15 (R)",Faouzi Bellili
ECE 4260,B01 (52598),Communications Systems (0),M,"Feb 11 - Feb 11, 14:30-17:15 (W)",Faouzi Bellili
ECE 4260,B02 (51584),Communications Systems (0),M,"Feb 12 - Feb 12, 14:30-17:15 (R)",Faouzi Bellili
ECE 4260,B01 (52598),Communications Systems (0),M,"Jan 14 - Jan 14, 14:30-17:15 (W)",Faouzi Bellili
ECE 4260,B01 (52598),Communications Systems (0),M,"Jan 28 - Jan 28, 14:30-17:15 (W)",Faouzi Bellili
ECE 4360,B01 (62035),High Voltage Engineering (0),M,"Mar 09 - Mar 09, 14:30-17:30 (M)",Behzad Kordi
ECE 4360,B01 (62035),High Voltage Engineering (0),M,"Jan 19 - Jan 19, 14:30-17:30 (M)",Behzad Kordi
ECE 4360,A01 (59944),High Voltage Engineering (4),M,"Jan 06 - Apr 09, 10:00-11:15 (TR)",Behzad Kordi
ECE 4360,B01 (62035),High Voltage Engineering (0),M,"Feb 23 - Feb 23, 14:30-17:30 (M)",Behzad Kordi
ECE 4360,B01 (62035),High Voltage Engineering (0),M,"Feb 02 - Feb 02, 14:30-17:30 (M)",Behzad Kordi
ECE 4360,B01 (62035),High Voltage Engineering (0),M,"Mar 23 - Mar 23, 14:30-17:30 (M)",Behzad Kordi
ECE 4440,B01 (65403),Computer Vision (0),M,"Mar 26 - Mar 26, 14:30-17:15 (R)",Gabriel Thomas
ECE 4440,B01 (65403),Computer Vision (0),M,"Mar 12 - Mar 12, 14:30-17:15 (R)",Gabriel Thomas
ECE 4440,B01 (65403),Computer Vision (0),M,"Feb 26 - Feb 26, 14:30-17:15 (R)",Gabriel Thomas
ECE 4440,B01 (65403),Computer Vision (0),M,"Feb 05 - Feb 05, 14:30-17:15 (R)",Gabriel Thomas
ECE 4440,A01 (65402),Computer Vision (4),M,"Jan 06 - Apr 09, 12:30-13:20 (MWF)",Gabriel Thomas
ECE 4440,B01 (65403),Computer Vision (0),M,"Jan 22 - Jan 22, 14:30-17:15 (R)",Gabriel Thomas
ECE 4600,A01 (50865),Group Design Project  (Part B) (3),M,"Jan 06 - Apr 09, 14:30-17:15 (F)",Derek Oliver
ECE 4830,B03 (58075),Signal Processing 2 (0),M,"Feb 25 - Feb 25, 14:30-17:15 (W)",Gabriel Thomas
ECE 4830,B03 (58075),Signal Processing 2 (0),M,"Mar 11 - Mar 11, 14:30-17:15 (W)",Gabriel Thomas
ECE 4830,B03 (58075),Signal Processing 2 (0),M,"Jan 21 - Jan 21, 14:30-17:15 (W)",Gabriel Thomas
ECE 4830,B03 (58075),Signal Processing 2 (0),M,"Feb 04 - Feb 04, 14:30-17:15 (W)",Gabriel Thomas
ECE 4830,B03 (58075),Signal Processing 2 (0),M,"Mar 25 - Mar 25, 14:30-17:15 (W)",Gabriel Thomas
ECE 4830,B02 (52153),Signal Processing 2 (0),M,"Jan 20 - Jan 20, 14:30-17:15 (T)",Gabriel Thomas
ECE 4830,B01 (52152),Signal Processing 2 (0),M,"Mar 23 - Mar 23, 14:30-17:15 (M)",Gabriel Thomas
ECE 4830,B01 (52152),Signal Processing 2 (0),M,"Feb 23 - Feb 23, 14:30-17:15 (M)",Gabriel Thomas
ECE 4830,B01 (52152),Signal Processing 2 (0),M,"Feb 02 - Feb 02, 14:30-17:15 (M)",Gabriel Thomas
ECE 4830,B01 (52152),Signal Processing 2 (0),M,"Jan 19 - Jan 19, 14:30-17:15 (M)",Gabriel Thomas
ECE 4830,B02 (52153),Signal Processing 2 (0),M,"Feb 03 - Feb 03, 14:30-17:15 (T)",Gabriel Thomas
ECE 4830,B02 (52153),Signal Processing 2 (0),M,"Feb 24 - Feb 24, 14:30-17:15 (T)",Gabriel Thomas
ECE 4830,B02 (52153),Signal Processing 2 (0),M,"Mar 10 - Mar 10, 14:30-17:15 (T)",Gabriel Thomas
ECE 4830,A01 (52132),Signal Processing 2 (4),M,"Jan 06 - Apr 09, 08:30-09:45 (TR)",Gabriel Thomas
ECE 4830,B01 (52152),Signal Processing 2 (0),M,"Mar 09 - Mar 09, 14:30-17:15 (M)",Gabriel Thomas
ECE 4830,B02 (52153),Signal Processing 2 (0),M,"Mar 24 - Mar 24, 14:30-17:15 (T)",Gabriel Thomas
ECE 4860,B08 (63643),Renewable Energy Systems (0),M,"Jan 26 - Jan 26, 14:30-17:30 (M)",Athula Rajapakse
ECE 4860,B08 (63643),Renewable Energy Systems (0),M,"Feb 09 - Feb 09, 14:30-17:30 (M)",Athula Rajapakse
ECE 4860,B08 (63643),Renewable Energy Systems (0),M,"Jan 12 - Jan 12, 14:30-17:30 (M)",Athula Rajapakse
ECE 4860,B10 (64804),Electric Vehicle Technology (0),M,"Feb 25 - Feb 25, 14:30-17:30 (W)",Ngai Ho
ECE 4860,B10 (64804),Electric Vehicle Technology (0),M,"Mar 11 - Mar 11, 14:30-17:30 (W)",Ngai Ho
ECE 4860,T08 (57315),"Sensors, Instrumentation, and the IoT (4)",M,"Jan 06 - Apr 09, 11:30-12:45 (TR)",Elham Salimi
ECE 4860,T15 (64803),Electric Vehicle Technology (4),M,"Jan 06 - Apr 09, 11:30-12:45 (TR)",Ngai Ho
ECE 4860,T12 (63642),Renewable Energy Systems (4),M,"Jan 06 - Apr 09, 11:30-12:45 (TR)",Athula Rajapakse
ECE 4860,T07 (52200),Materials Characterizations (4),M,"Jan 06 - Apr 09, 10:00-11:15 (TR)",Derek Oliver
ECE 4860,B10 (64804),Electric Vehicle Technology (0),M,"Mar 25 - Mar 25, 14:30-17:30 (W)",Ngai Ho
ECE 4860,B10 (64804),Electric Vehicle Technology (0),M,"Feb 04 - Feb 04, 14:30-17:30 (W)",Ngai Ho
ECE 4860,B10 (64804),Electric Vehicle Technology (0),M,"Jan 21 - Jan 21, 14:30-17:30 (W)",Ngai Ho
ECE 4860,T16 (64991),Generative AI: Theory and Applications (4),M,"Jan 06 - Apr 09, 13:00-14:15 (TR)",Vahab Khoshdel
ECE 4860,B08 (63643),Renewable Energy Systems (0),M,"Mar 02 - Mar 02, 14:30-17:30 (M)",Athula Rajapakse
ECE 4860,B03 (57316),"Sensors, Instrumentation, and the IoT (0)",M,"Mar 02 - Mar 02, 14:30-17:15 (M)",Elham Salimi
ECE 4860,B02 (56913),Materials Characterizations (0),M,"Jan 06 - Apr 09, 14:30-17:20 (R)",Derek Oliver
ECE 4860,B03 (57316),"Sensors, Instrumentation, and the IoT (0)",M,"Jan 26 - Jan 26, 14:30-17:15 (M)",Elham Salimi
ECE 4860,B03 (57316),"Sensors, Instrumentation, and the IoT (0)",M,"Jan 12 - Jan 12, 14:30-17:15 (M)",Elham Salimi
ECE 4860,B03 (57316),"Sensors, Instrumentation, and the IoT (0)",M,"Feb 09 - Feb 09, 14:30-17:15 (M)",Elham Salimi
ECE 4860,B03 (57316),"Sensors, Instrumentation, and the IoT (0)",M,"Mar 16 - Mar 16, 14:30-17:15 (M)",Elham Salimi
ECE 4860,B01 (56912),Materials Characterizations (0),M,"Jan 06 - Apr 09, 14:30-17:20 (W)",Derek Oliver
ECE 4860,B08 (63643),Renewable Energy Systems (0),M,"Mar 16 - Mar 16, 14:30-17:30 (M)",Athula Rajapakse
ECE 7070,A01 (66058),Power System Analysis (3),M,"Jan 06 - Apr 09, 17:30-20:30 (W)",Udaya Annakkage
ECE 7180,A01 (65991),Embedded Systems Engineering (3),M,Jan 06 - Apr 09,Dean McNeill
ECE 7250,A02 (66056),Information Theory and Applications (3),M,"Jan 06 - Apr 09, 13:00-14:15 (MW)",Pradeepa Yahampath
ECE 7440,T20 (66188),Advanced High Voltage Engineering (3),M,"Jan 06 - Apr 09, 10:00-11:15 (TR)",Behzad Kordi
ECE 7440,T03 (55576),Advanced Transmission Line Theory (3),M,"Jan 06 - Apr 09, 14:30-17:30 (F)",Behzad Kordi
